epoch,train_f1,train_loss,valid_acc,valid_f1,valid_loss,dur
1,0.6962962962962963,0.6693854331970215,0.021006944444444446,0.24469764413201092,0.7251458215216796,12.560396432876587
2,0.6035353535353535,0.6428733468055725,0.14131944444444444,0.4842285115491333,0.720388010640939,10.666283369064331
3,0.708994708994709,0.6429140567779541,0.2263888888888889,0.4403861825588334,0.6973835880557696,10.867903470993042
4,0.832010582010582,0.6066191792488098,0.15868055555555555,0.4439079243772818,0.7093687462309997,10.76039719581604
5,0.7388888888888889,0.5922929048538208,0.27534722222222224,0.4530085578508582,0.699647804018524,10.781598806381226
6,0.832010582010582,0.5545110702514648,0.24895833333333334,0.4541313777226155,0.7083915499349435,10.940555095672607
7,0.888888888888889,0.5538649559020996,0.25677083333333334,0.4520777997068446,0.7083335830105676,10.982666015625
8,0.8333333333333334,0.5391108393669128,0.24409722222222222,0.45338332054407243,0.7119052454829216,10.896763801574707
9,0.8333333333333334,0.5271328091621399,0.2625,0.45581738357019413,0.7121247451338503,10.770668268203735
10,0.8333333333333334,0.5047432780265808,0.24618055555555557,0.45232965563929195,0.7132310248911381,10.983475923538208
11,0.8333333333333334,0.539002537727356,0.2390625,0.4512263681944357,0.7136611754695574,11.027446031570435
12,0.8796296296296297,0.5228160619735718,0.24027777777777778,0.4509726936218756,0.7142515529361037,11.1216561794281
13,0.8796296296296297,0.5082968473434448,0.23854166666666668,0.4500173280268583,0.7140929643478658,10.937702894210815
14,0.8425925925925926,0.511044979095459,0.2378472222222222,0.45103984287035376,0.7139660265710619,10.843411207199097
1,0.9355706385118149,0.47345487276713055,0.26145833333333335,0.5760747219748409,0.7460929751396179,11.028505563735962
2,0.9170731707317072,0.43673311670621234,0.19756944444444444,0.5461293854909034,0.7574393139117294,10.984261989593506
3,0.9445241511238641,0.41345521807670593,0.18506944444444445,0.5304560125094128,0.7732976593077183,11.036152124404907
4,0.9161616161616162,0.382573942343394,0.24027777777777778,0.502577730536394,0.7629628628492355,11.020965099334717
5,0.9275842044134728,0.3923850456873576,0.17309027777777777,0.5435812707463378,0.7583054278459814,10.970104932785034
6,0.9044961813254496,0.38766424854596454,0.20086805555555556,0.5282607333524352,0.7707163824803299,10.919456720352173
7,0.9534368070953437,0.37116671601931256,0.21163194444444444,0.5200584708017707,0.7691900136570136,11.031293153762817
8,0.9445241511238641,0.35209612051645917,0.22065972222222222,0.5187069752338923,0.7671272352751758,10.918953895568848
9,0.9534368070953437,0.3639038900534312,0.21753472222222223,0.522651606380444,0.7662883877754212,10.96390151977539
10,0.9534368070953437,0.3502783675988515,0.22152777777777777,0.5239516124608659,0.7646394709332122,11.051390409469604
11,0.9359875657580106,0.3613771398862203,0.22065972222222222,0.5228000606480021,0.7668839871469472,11.003266096115112
12,0.9420731707317073,0.35159944494565326,0.22413194444444445,0.5218777557774547,0.767230944459637,11.04451584815979
1,0.9062371615312793,0.4811778792313167,0.10572916666666667,0.4717495885861482,0.804657470020983,11.171952962875366
2,0.9143859649122806,0.42511955755097525,0.14565972222222223,0.47931899561365343,0.7582555264234543,11.077381610870361
3,0.9377777777777778,0.372071589742388,0.17083333333333334,0.48826000853663065,0.7414763598806329,11.079867601394653
4,0.9342087542087544,0.36698050584111896,0.18819444444444444,0.4880387064042247,0.696373871092995,11.21311068534851
5,0.9341353611016533,0.33187938162258696,0.22170138888888888,0.5002215216286882,0.684091311527623,11.035216093063354
6,0.9546274452068978,0.31260103413036894,0.22135416666666666,0.49549294413828315,0.6755644509775771,11.169232368469238
7,0.9579794313369631,0.3018553342138018,0.22881944444444444,0.49898539841035044,0.6676105030294922,11.094444751739502
8,0.9513312813805426,0.3063372586454664,0.22430555555555556,0.49990466389524313,0.6620328518665499,11.275710821151733
9,0.9678871904254058,0.2970140874385834,0.2222222222222222,0.5022495061991631,0.6619835537754827,11.251864910125732
10,0.9647262858469755,0.2874347163098199,0.22760416666666666,0.5045259204941973,0.6553729294488827,11.104457139968872
11,0.9647262858469755,0.29210975553308216,0.23125,0.5065318294486149,0.6522940387328465,11.113755941390991
12,0.9716707302914199,0.28500710853508543,0.23385416666666667,0.507972056833312,0.6508917150812017,11.090096235275269
13,0.9645888119313062,0.2781456730195454,0.23402777777777778,0.509519475140611,0.6496909421351221,11.05112361907959
14,0.9679558605051216,0.27870759793690275,0.23211805555555556,0.511415785598733,0.6488527180420027,11.082727909088135
15,0.9577562862669246,0.2922569236585072,0.23177083333333334,0.5127053165557378,0.6487715170201328,11.077614307403564
16,0.9681619583615954,0.2776825555733272,0.23333333333333334,0.5142578529468331,0.6478884586857425,11.138996362686157
17,0.9711042701943611,0.27925388514995575,0.23368055555555556,0.5142885264335416,0.6465449195355177,11.059597253799438
18,0.9780525307521678,0.2790480490241732,0.2342013888888889,0.5147542441494615,0.6465193122625351,11.166950941085815
19,0.9746876968460968,0.26482105042253223,0.2345486111111111,0.5160737698523908,0.6456798317945666,11.265543699264526
20,0.9642985982271696,0.281012977872576,0.2376736111111111,0.5169224346850729,0.6448913868930605,11.003930568695068
21,0.9711080863077234,0.2760040525879179,0.23732638888888888,0.5168738079217605,0.6449343318740527,11.218512058258057
22,0.9713236165422443,0.2765834501811436,0.23802083333333332,0.5175050389144866,0.6446592420339584,11.13039517402649
23,0.9815613026819924,0.27148854093892233,0.23819444444444443,0.5167200349102664,0.6446060786644617,11.18777847290039
24,0.9849969751966122,0.2654380628040859,0.23836805555555557,0.5165391131570473,0.6444106985297468,11.21333909034729
25,0.9746876968460968,0.27597915274756296,0.23732638888888888,0.5166643410597381,0.6443189791507191,11.186569213867188
26,0.9713236165422443,0.273948718394552,0.2375,0.5168279096639761,0.6442196833590667,11.15739893913269
27,0.9713915330197415,0.26623651811054777,0.2375,0.5168950140883287,0.6441112555977371,11.098824739456177
28,0.9713915330197415,0.2616369128227234,0.2378472222222222,0.5171488514198833,0.6440534687290589,11.060884237289429
29,0.9713915330197415,0.26377334339278086,0.23802083333333332,0.5173124372761876,0.6439973360548417,11.08884596824646
30,0.974900304949566,0.27115818006651743,0.2378472222222222,0.5175186602653078,0.6439435987008942,11.072698831558228
31,0.9746876968460968,0.27373810538223814,0.23819444444444443,0.5178462294659285,0.6439084839903646,11.015479326248169
