Iteration,F1 Score
1,0.18177083333333333
2,0.48975694444444445
3,0.6473958333333333
4,0.6776041666666667
5,0.7430555555555556
6,0.7739583333333333
7,0.7479166666666667
8,0.7784722222222222
9,0.8185763888888888
10,0.8118055555555556
11,0.8223958333333333
12,0.8484375
13,0.8413194444444444
14,0.8432291666666667
