Iteration,F1 Score
1,0.24149305555555556
2,0.6067708333333334
3,0.6574652777777777
4,0.6932291666666667
5,0.7203125
6,0.7446180555555556
7,0.7506944444444444
8,0.8149305555555556
9,0.8154513888888889
10,0.8227430555555556
11,0.8376736111111112
12,0.8305555555555556
13,0.8607638888888889
14,0.8428819444444444
