epoch,train_f1,train_loss,valid_acc,valid_f1,valid_loss,dur
1,0.5396825396825397,0.7199129462242126,0.23663194444444444,0.40750277651673733,0.6918152478006151,7.844761371612549
2,0.7685185185185185,0.6332459449768066,0.2977430555555556,0.4651055184389597,0.6737437645594279,7.305956602096558
3,0.7222222222222222,0.6126086115837097,0.2890625,0.44903678591745355,0.6851213349236382,7.3480799198150635
4,0.7685185185185185,0.5905690789222717,0.28663194444444445,0.412605489113062,0.6720302303632101,7.533151149749756
5,0.8214285714285715,0.5791377425193787,0.31493055555555555,0.41939127424915434,0.6746724870469835,7.500149250030518
6,0.8333333333333334,0.5649976134300232,0.3079861111111111,0.4269620631312514,0.6802073743608262,7.453140497207642
7,0.75,0.5548822283744812,0.3107638888888889,0.4356485444731159,0.6763142254617479,7.571204900741577
8,0.832010582010582,0.5393284559249878,0.30538194444444444,0.4400774834624657,0.6766112645467123,7.555121421813965
9,0.9259259259259259,0.49468016624450684,0.3064236111111111,0.43534743198233916,0.6740779439608257,7.586021900177002
10,0.832010582010582,0.500670313835144,0.30069444444444443,0.4437726496229521,0.6770695567131042,7.623732805252075
11,0.9259259259259259,0.49965009093284607,0.30416666666666664,0.4434347710738597,0.6759309728940328,7.589742422103882
12,0.8333333333333334,0.508272647857666,0.3050347222222222,0.44363972812434177,0.6743862920337254,7.601132392883301
13,0.832010582010582,0.5050357580184937,0.29965277777777777,0.4445810335787439,0.6762305339177449,7.685922384262085
14,0.8690476190476191,0.4998970925807953,0.3060763888888889,0.4481297228227352,0.6746261305279202,7.669928073883057
15,0.9166666666666666,0.4934017062187195,0.3032986111111111,0.4479789711255873,0.6757550610436334,7.6958394050598145
1,0.5867369345630215,0.6367443799972534,0.3342013888888889,0.482924029656519,0.6462967607710096,7.8129777908325195
2,0.7159090909090908,0.5794137120246887,0.2699652777777778,0.4942903612004561,0.6202329092555576,7.728733777999878
3,0.8208041958041958,0.5353657603263855,0.36701388888888886,0.4935875378153584,0.6126160621643066,7.832629919052124
4,0.7732165663200146,0.5106263756752014,0.3107638888888889,0.4901371439224314,0.5972053514586555,7.70285439491272
5,0.7828934506353861,0.48542219400405884,0.4470486111111111,0.6891155093807111,0.6070851935280694,7.746933221817017
6,0.801010101010101,0.5113517642021179,0.3935763888888889,0.555323059676781,0.5795681317647298,7.828176021575928
7,0.8532356532356533,0.4647926688194275,0.39114583333333336,0.5684867516419515,0.5740253766377766,7.769715070724487
8,0.8725038402457758,0.45858097076416016,0.3953125,0.5722330316176125,0.5688608659638299,7.7916059494018555
9,0.8412698412698413,0.4500695466995239,0.4046875,0.5757364133355327,0.5655876490804884,7.826262712478638
10,0.8968253968253969,0.45137616991996765,0.4079861111111111,0.5943602249942895,0.5632044792175293,7.839662790298462
11,0.8998556998556998,0.4385256767272949,0.4114583333333333,0.5982168430149242,0.5617728776401943,7.718502044677734
12,0.9152166829586185,0.42095664143562317,0.41215277777777776,0.600585196138047,0.5607226835356818,7.718830823898315
13,0.8409751168371858,0.4545997679233551,0.4126736111111111,0.593247279943612,0.5601866390970018,7.721988916397095
14,0.813888888888889,0.44083842635154724,0.41684027777777777,0.5992126338312419,0.5589239411883884,7.76763129234314
15,0.9329501915708812,0.41559702157974243,0.4170138888888889,0.5967967212789552,0.5581107722388373,7.691790342330933
16,0.8190476190476191,0.43743839859962463,0.41770833333333335,0.5981598027476609,0.5576097819540236,7.739607334136963
17,0.8782493368700265,0.42237362265586853,0.4192708333333333,0.599595167246105,0.5573957602183024,7.828399896621704
18,0.8968253968253969,0.42764902114868164,0.4206597222222222,0.5990883114875646,0.5570778555340237,7.766974449157715
19,0.88678955453149,0.4482971429824829,0.42083333333333334,0.5995855575320056,0.5566040317217509,7.8251097202301025
20,0.8968253968253969,0.4213789105415344,0.4215277777777778,0.5981323294629677,0.5564346326722039,7.71179723739624
21,0.9329501915708812,0.39104315638542175,0.42239583333333336,0.5998704264515187,0.5562822024027506,7.726293325424194
22,0.8391705069124424,0.4260368049144745,0.42291666666666666,0.6008665797076026,0.5561425010363261,7.764212369918823
23,0.9042498719918074,0.4251001477241516,0.4232638888888889,0.6013041931954634,0.5559931437174479,7.829236268997192
24,0.88678955453149,0.43057680130004883,0.425,0.6041677884589571,0.5558270970980327,7.720301151275635
25,0.8928881343142804,0.4037112891674042,0.42569444444444443,0.6046510976620865,0.5558142450120714,7.759464502334595
26,0.9029239766081872,0.4230550229549408,0.42569444444444443,0.6047138717526953,0.5557685706350538,7.722463130950928
27,0.8675213675213675,0.448516309261322,0.42569444444444443,0.6046627834734383,0.5557246777746413,7.686095714569092
28,0.892416225749559,0.43198162317276,0.42586805555555557,0.604725542855966,0.5556802921824985,7.767519474029541
29,0.8968253968253969,0.40814706683158875,0.42552083333333335,0.6045631017947518,0.5556120740042793,7.703489303588867
30,0.8968253968253969,0.42787429690361023,0.42586805555555557,0.6048756272983808,0.5555419656965468,7.810147762298584
31,0.9027777777777778,0.39867034554481506,0.42586805555555557,0.6048756272983808,0.555523943901062,7.8281779289245605
32,0.9250136836343733,0.40549206733703613,0.42586805555555557,0.6048756272983808,0.5555150879753961,7.727160692214966
33,0.9075533661740559,0.4095311462879181,0.42569444444444443,0.6048510057106583,0.5554799477259318,7.71945595741272
34,0.8932676518883417,0.426312118768692,0.42569444444444443,0.6048510057106583,0.5554640319612291,7.735572099685669
35,0.8857142857142858,0.43130946159362793,0.42569444444444443,0.6048510057106583,0.5554471386803521,7.737347364425659
36,0.8968253968253969,0.4241148829460144,0.42569444444444443,0.6049137091994234,0.5554405609766643,7.76707911491394
37,0.8869731800766285,0.4315043091773987,0.42569444444444443,0.6048510057106583,0.5554338958528307,7.729195833206177
38,0.9121863799283153,0.42562243342399597,0.42569444444444443,0.6049137091994234,0.5554293327861362,7.7490317821502686
39,0.8998167582875229,0.43248453736305237,0.42569444444444443,0.6048264524523946,0.555421601401435,7.733543157577515
40,0.8603174603174604,0.421857088804245,0.42569444444444443,0.6050463941989985,0.5554137508074443,7.766027450561523
41,0.9142857142857143,0.43893423676490784,0.42569444444444443,0.6050463941989985,0.5554104752010769,7.751112222671509
42,0.9142857142857143,0.42285481095314026,0.42569444444444443,0.6050463941989985,0.5554086870617336,7.7939653396606445
43,0.8777777777777778,0.43475282192230225,0.42569444444444443,0.6050463941989985,0.5554064883126153,7.715112686157227
44,0.8825396825396825,0.4426679313182831,0.42569444444444443,0.6050463941989985,0.555404093530443,7.750300884246826
45,0.8952380952380953,0.43059980869293213,0.42569444444444443,0.6050463941989985,0.5554002589649625,7.753789901733398
46,0.88678955453149,0.4313439726829529,0.42569444444444443,0.6050463941989985,0.5553996059629652,7.712600946426392
