Iteration,F1 Score
1,0.2171875
2,0.4982638888888889
3,0.6980902777777778
4,0.7289930555555556
5,0.7322916666666666
6,0.7553819444444444
7,0.8062499999999999
8,0.8163194444444445
9,0.8295138888888889
10,0.8263888888888888
11,0.8407986111111111
12,0.8388888888888889
13,0.7776041666666667
14,0.8090277777777779
